5.465167045593262, 2022-07-30 00:00:10 
5.948166847229004, 2022-07-30 00:00:20 
5.887166976928711, 2022-07-30 00:00:30 
5.865166664123535, 2022-07-30 00:00:40 
6.121167182922363, 2022-07-30 00:00:50 
5.903166770935059, 2022-07-30 00:01:00 
6.0391669273376465, 2022-07-30 00:01:10 
6.704166889190674, 2022-07-30 00:01:20 
7.226166725158691, 2022-07-30 00:01:30 
7.128167152404785, 2022-07-30 00:01:40 
7.755167007446289, 2022-07-30 00:01:50 
8.703166961669922, 2022-07-30 00:02:00 
9.098167419433594, 2022-07-30 00:02:10 
10.565166473388672, 2022-07-30 00:02:20 
11.977167129516602, 2022-07-30 00:02:30 
13.39816665649414, 2022-07-30 00:02:40 
13.174166679382324, 2022-07-30 00:02:50 
13.960166931152344, 2022-07-30 00:03:00 
13.679166793823242, 2022-07-30 00:03:10 
13.1361665725708, 2022-07-30 00:03:20 
13.266166687011719, 2022-07-30 00:03:30 
13.635167121887207, 2022-07-30 00:03:40 
13.567167282104492, 2022-07-30 00:03:50 
13.64916706085205, 2022-07-30 00:04:00 
13.510167121887207, 2022-07-30 00:04:10 
14.000166893005371, 2022-07-30 00:04:20 
13.486166954040527, 2022-07-30 00:04:30 
13.400166511535645, 2022-07-30 00:04:40 
14.306166648864746, 2022-07-30 00:04:50 
13.665166854858398, 2022-07-30 00:05:00 
13.075166702270508, 2022-07-30 00:05:10 
13.620166778564453, 2022-07-30 00:05:20 
13.757166862487793, 2022-07-30 00:05:30 
13.938166618347168, 2022-07-30 00:05:40 
13.896166801452637, 2022-07-30 00:05:50 
13.353166580200195, 2022-07-30 00:06:00 
11.029167175292969, 2022-07-30 00:06:10 
8.892167091369629, 2022-07-30 00:06:20 
8.393166542053223, 2022-07-30 00:06:30 
7.6031670570373535, 2022-07-30 00:06:40 
7.143167018890381, 2022-07-30 00:06:50 
7.061166763305664, 2022-07-30 00:07:00 
6.492166996002197, 2022-07-30 00:07:10 
6.518167018890381, 2022-07-30 00:07:20 
6.464166641235352, 2022-07-30 00:07:30 
6.584167003631592, 2022-07-30 00:07:40 
6.59516716003418, 2022-07-30 00:07:50 
6.212166786193848, 2022-07-30 00:08:00 
6.392167091369629, 2022-07-30 00:08:10 
6.3571672439575195, 2022-07-30 00:08:20 
6.537167072296143, 2022-07-30 00:08:30 
5.943166732788086, 2022-07-30 00:08:40 
5.7841668128967285, 2022-07-30 00:08:50 
6.307167053222656, 2022-07-30 00:09:00 
6.130167007446289, 2022-07-30 00:09:10 
6.390167236328125, 2022-07-30 00:09:20 
6.508166790008545, 2022-07-30 00:09:30 
5.9461669921875, 2022-07-30 00:09:40 
6.249166965484619, 2022-07-30 00:09:50 
5.942166805267334, 2022-07-30 00:10:00 
6.55916690826416, 2022-07-30 00:10:10 
6.301167011260986, 2022-07-30 00:10:20 
20.730167388916016, 2022-07-30 00:10:30 
92.28516387939453, 2022-07-30 00:10:40 
144.5521697998047, 2022-07-30 00:10:50 
175.4561767578125, 2022-07-30 00:11:00 
195.04217529296875, 2022-07-30 00:11:10 
208.20018005371094, 2022-07-30 00:11:20 
219.0481719970703, 2022-07-30 00:11:30 
