"Time (Epoch, UTC)"	N1 (cm-3)	N2	N3	N4	Dp1 (um)	Dp2	Dp3	Dp4	SD1	SD2	SD3	SD4
1657904253	1359.6				0.02296				1.17			
1657904443	1355.7				0.02333				1.17			
1657904632	1444.7				0.02393				1.16			
1657904822	1419				0.02434				1.17			
1657905012	1341.4				0.02507				1.16			
1657905202	1226.2				0.02557				1.15			
1657905392	1240.7				0.02609				1.15			
1657905582	1284				0.02649				1.16			
1657905772	1103				0.02753				1.13			
1657908050	1059.1				0.03338				1.13			
1657908540	926.4				0.04627				1.13			
1657908750	957.4				0.04685				1.13			
1657908960	819.9				0.04762				1.11			
1657909170	780.9				0.04803				1.11			
1657909379	777.8				0.04836				1.11			
1657909589	753.4				0.04843				1.11			
1657911897	548.5				0.04945				1.11			
1657912107	540.8				0.04999				1.11			
1657912317	545.1				0.05036				1.11			
1657912527	524				0.05076				1.11			
1657912737	516.4				0.05072				1.11			
1657912947	478.6				0.05113				1.11			
1657913157	458.6				0.05088				1.11			
1657913366	440.1				0.05095				1.11			
1657996163	6590.1				0.02128				1.24			
1657996373	6585.6				0.02199				1.23			
1657996583	6414.8				0.02261				1.22			
1657996793	6318.4				0.02342				1.21			
1657997003	6313.6				0.02409				1.21			
1657997212	6026.6				0.02502				1.2			
1657997422	5830.5				0.0257				1.19			
1657999716	6443				0.03647				1.15			
1658000136	6369.6				0.0402				1.14			
1658000346	6290.4				0.04193				1.14			
1658000556	6256				0.04413				1.13			
1658000765	7189.1				0.04556				1.15			
1658000975	7218.8				0.04762				1.16			
1658001185	6391.6				0.04909				1.13			
1658003494	4959.9				0.05721				1.12			
1658003704	5091.5				0.05765				1.13			
1658004543	4262.4				0.05976				1.12			
1658004753	4294.2				0.05999				1.13			
1658004963	4105.8				0.06019				1.13			
1658007482	2660.8				0.06428				1.11			
1658007692	2547.9				0.0645				1.11			
1658007901	2478.6				0.06459				1.11			
1658008111	2333.5				0.06482				1.11			
1658008321	2246.2				0.06473				1.11			
1658008531	2180.3				0.06492				1.11			
1658008741	2072.5				0.06492				1.11			
1658008951	1988.5				0.065				1.11			
1658011260	1691				0.06562				1.12			
1658011470	1588.6				0.06567				1.12			
1658011680	1542				0.06547				1.12			
1658012520	1402.8				0.06582				1.12			
1658012729	1350				0.06598				1.12			
1658015038	820.2				0.06672				1.11			
1658015248	701.3				0.06736				1.1			
1658015458	675.9				0.06709				1.1			
1658015668	662.2				0.06739				1.1			
1658015878	648.5				0.06728				1.1			
1658016088	652.9				0.0669				1.11			
1658016298	563.9				0.06726				1.1			
1658016508	664.5				0.06593				1.12			
1658018816	386.6				0.06732				1.1			
1658019026	394.5				0.06685				1.11			
1658019236	344				0.06746				1.1			
1658019446	341.9				0.06729				1.1			
1658019656	324.2				0.06714				1.1			
1658019866	373.9				0.06606				1.12			
1658020076	291.9				0.06725				1.1			
1658020475	287.6				0.06691				1.11			
1658022784	201.8				0.06768				1.11			
1658022994	200.3				0.06754				1.11			
1658023204	182.6				0.06812				1.11			
1658023414	180				0.06773				1.11			
1658023624	180.7				0.06751				1.12			
1658023834	186.2				0.06762				1.12			
1658024044	169.2				0.06785				1.12			
1658024253	154.2				0.06798				1.11			
1658026562	110.2				0.06866				1.12			
1658026773	115.4				0.06841				1.12			
1658026982	95.5				0.06949				1.11			
1658072525	5466.6				0.02423				1.15			
1658072735	5508.3				0.02468				1.15			
1658072945	5662				0.02526				1.15			
1658073155	5663.3				0.02565				1.15			
1658073364	5306.6				0.02617				1.14			
1658073574	5551.5				0.02647				1.15			
1658073784	5608.5				0.02716				1.15			
1658073994	5640.5				0.02774				1.15			
1658076513	6133.5				0.04212				1.12			
1658076723	6337.2				0.04291				1.12			
1658076933	5788.1				0.04372				1.11			
1658077143	6154.5				0.04461				1.12			
1658077353	5624.6				0.04612				1.11			
1658077563	5902.2				0.04724				1.12			
1658077773	5295.7				0.04821				1.11			
1658077982	5217.7				0.04915				1.1			
1658080291	4184				0.05945				1.1			
1658080501	4068.5				0.06047				1.1			
1658080711	4062				0.06096				1.1			
1658080921	3973.3				0.06198				1.1			
1658081551	4044				0.06341				1.11			
1658081761	4056.8				0.06391				1.12			
1658084070	2883.6				0.07244				1.1			
1658084280	2849.7				0.07297				1.1			
1658084490	2834.4				0.07402				1.1			
1658084700	2670.7				0.07472				1.1			
1658084910	2591.2				0.07531				1.1			
1658085120	2497.9				0.07614				1.1			
1658085330	2381.7				0.07713				1.1			
1658085539	2333.9				0.07799				1.1			
1658087848	1467.6				0.08713				1.08			
1658088058	1432.4				0.0877				1.08			
1658088268	1411.3				0.08833				1.08			
1658088478	1309.2				0.08925				1.08			
1658088688	1252.6				0.08978				1.08			
1658088898	1221.6				0.09025				1.08			
1658089318	1190.2				0.09105				1.08			
1658089528	1105.5				0.09153				1.08			
1658091837	747.8				0.09601				1.08			
1658092047	741.4				0.09625				1.08			
1658092257	746.4				0.0963				1.08			
1658092467	686.6				0.09679				1.08			
1658092677	654				0.0968				1.08			
1658092887	626.4				0.09675				1.08			
1658093096	587.7				0.09715				1.08			
1658093306	578.4				0.0975				1.08			
1658095613	394.2				0.09853				1.08			
1658095822	390.9				0.09824				1.08			
1658096032	368.6				0.09856				1.08			
1658096242	346.4				0.09872				1.08			
1658096451	330.6				0.09866				1.08			
1658096661	317				0.0987				1.08			
1658096871	314.1				0.09818				1.08			
1658097080	291.5				0.09858				1.08			
1658099464	192.8				0.09961				1.08			
1658099673	167.4				0.1				1.08			
1658099883	171.4				0.09965				1.08			
1658100093	174.5				0.09954				1.08			
1658100302	158.9				0.09939				1.08			
1658100512	147				0.09964				1.08			
1658100721	134.1				0.10032				1.08			
1658100931	131.6				0.09966				1.08			
1658103237	96.1				0.09949				1.08			
1658103446	96.1				0.09972				1.08			
1658103656	92.6				0.09978				1.08			
1658103866	83.8				0.09959				1.08			
1658104075	83.9				0.09935				1.08			
1658255867	195.2				0.01746				1.08			
1658256077	165.7				0.0177				1.12			
1658256286	137.4				0.0187				1.16			
1658256496	125.2				0.01923				1.14			
1658256706	138.4				0.01926				1.15			
1658257125	111.3				0.02005				1.12			
1658257335	120.3				0.02024				1.13			
1658259853	118.4				0.02207				1.13			
1658260063	118.3				0.02239				1.12			
1658260273	116.9				0.02299				1.12			
1658263632	71.3				0.02294				1.12			
1658263842	70.7				0.02344				1.12			
1658264053	72.8				0.02355				1.12			
1658264262	69.6				0.02376				1.12			
1658264472	71.8				0.0236				1.12			
1658264682	66.6				0.02406				1.12			
1658264892	66.8				0.02538				1.12			
1658265102	65				0.02521				1.12			
1658352213	765.7				0.02822				1.21			
1658352423	816.3				0.02836				1.21			
1658352633	870.2				0.02853				1.21			
1658352843	1000.7				0.02893				1.2			
1658353053	1064.3				0.02917				1.2			
1658353263	1135.8				0.02946				1.2			
1658353473	1139.8				0.02959				1.2			
1658353682	1248.9				0.02992				1.19			
1658356200	1894.4				0.03247				1.16			
1658356410	1833.9				0.03257				1.16			
1658356619	1860.4	697.1			0.03287	0.0157			1.16	1.31		
1658356829	1818.1	667.9			0.03278	0.01569			1.16	1.3		
1658357039	1684.3	634			0.03298	0.01607			1.16	1.29		
1658357459	1528	585.2			0.03316	0.01647			1.16	1.28		
1658357668	1456.1	588			0.0332	0.01646			1.17	1.28		
1658360605	907.6	364.8			0.03367	0.01757			1.16	1.25		
1658360815	826.6	359.6			0.03355	0.01761			1.16	1.24		
1658361025	801.6	330.3			0.03372	0.01765			1.17	1.24		
1658361235	754.2	335.4			0.03351	0.01774			1.17	1.23		
1658361445	783.5	324.5			0.03394	0.0178			1.17	1.25		
1658363753	489.8	222			0.03384	0.01793			1.16	1.23		
1658363963	464.8	218.8			0.03349	0.01796			1.17	1.22		
1658364173	462.9	195.8			0.0338	0.01799			1.16	1.24		
1658364383	434.6	195.1			0.03387	0.018			1.16	1.23		
1658364594	397	189.2			0.03365	0.01802			1.17	1.22		
1658364804	381.5	179.6			0.03407	0.01812			1.17	1.25		
1658365014	365	173.8			0.03388	0.01805			1.17	1.24		
1658365224	363.3	158.6			0.03371				1.17	1.24		
1658367743	218.4	108.5			0.03381				1.17	1.23		
1658367953	216.2	103.2			0.03414				1.18	1.25		
1658368163	206.1	101.8			0.03368				1.18	1.24		
1658368373	184.5	101.8			0.03344				1.19	1.22		
1658368583	182.4	102.5			0.03338				1.19	1.21		
1658369003	174	78			0.03368				1.15	1.24		
1658369213	164.9	89.9			0.03396				1.19	1.23		
1658371525	99.8	49.8			0.03405				1.17	1.24		
1658371735	95.2	51.2			0.0337				1.21	1.23		
1658371945	95	50.2			0.03385				1.18	1.23		
1658372155	92	52.6			0.03295				1.2	1.23		
1658372365	82.7	43.9			0.03344				1.17	1.23		
1658421403	7651.1	  			0.01972	  			1.32	  		
1658421613	7506.9	  			0.02004	  			1.32	  		
1658421823	7511.5	  			0.02022	  			1.32	  		
1658422033	7266.7	  			0.02062	  			1.32	  		
1658422243	6661.6	  			0.0204	  			1.32	  		
1658422452	6321.9	  			0.02073	  			1.32	  		
1658422662	6115.3	  			0.02094	  			1.31	  		
1658422872	6219.6	  			0.02114	  			1.31	  		
1658425180	5079.1	  			0.02331	  			1.29	  		
1658425389	4866.8	  			0.02341	  			1.29	  		
1658425599	4808.2	  			0.02361	  			1.28	  		
1658425809	4605.2	  			0.02382	  			1.28	  		
1658426019	4370.3	  			0.02402	  			1.28	  		
1658426229	4251.7	  			0.02408	  			1.28	  		
1658426438	4123.7	  			0.02417	  			1.28	  		
1658426648	4025.7	  			0.02442	  			1.28	  		
1658429167	2707	  			0.02632	  			1.26	  		
1658429377	2678.6	  			0.02651	  			1.26	  		
1658429588	2535.2	  			0.02657	  			1.26	  		
1658429798	2463	  			0.02676	  			1.26	  		
1658430008	2343.8	  			0.0269	  			1.26	  		
1658430217	2390.7	  			0.02726	  			1.25	  		
1658430427	2435.9	  			0.02772	  			1.25	  		
1658430637	2146.4	  			0.02786	  			1.25	  		
1658432948	1670.2	  			0.02961	  			1.24	  		
1658433158	1628.1	  			0.02987	  			1.23	  		
1658433369	1560.3	  			0.02996	  			1.23	  		
1658433579	1459.7	  			0.03005	  			1.23	  		
1658433789	1400.7	  			0.03013	  			1.23	  		
1658433999	1317.1	  			0.03009	  			1.24	  		
1658434209	1260.3	  			0.03027	  			1.23	  		
1658434419	1222.4	  			0.03042	  			1.23	  		
1658436730	865	  			0.03192	  			1.22	  		
1658436940	843.6	  			0.03217	  			1.21	  		
1658437150	821	  			0.03217	  			1.21	  		
1658437360	807.7	  			0.03225	  			1.21	  		
1658437570	802.1	  			0.03261	  			1.22	  		
1658437780	747.7	  			0.0329	  			1.21	  		
1658437990	725.3	  			0.03313	  			1.21	  		
1658438200	683.6	  			0.03336	  			1.21	  		
1658440511	498.1	  			0.03535	  			1.19	  		
1658440721	449.8	  			0.03587	  			1.19	  		
1658440930	438.4	  			0.03596	  			1.18	  		
1658441140	417.1	  			0.03593	  			1.17	  		
1658441350	412.4	  			0.03581	  			1.18	  		
1658441560	401.7	  			0.03578	  			1.2	  		
1658441770	360.8	  			0.0363	  			1.17	  		
1658441980	350.1	  			0.03602	  			1.17	  		
1658444918	225.5	  			0.03667	  			1.17	  		
1658445338	212.7	  			0.03677	  			1.18	  		
1658445758	211	  			0.03673	  			1.19	  		
1658445968	198.7	  			0.03708	  			1.19	  		
1658448279	130.2	  			0.03713	  			1.18	  		
1658448489	122.2	  			0.03729	  			1.17	  		
1658448699	115	  			0.03712	  			1.18	  		
1658449119	106.6	  			0.03719	  			1.18	  		
1658449329	105.7	  			0.03712	  			1.19	  		
1658449539	94.9	  			0.03715	  			1.19	  		
1658508817	535	  			0.01663	  			1.16	  		
1658509027	530.6	  			0.01687	  			1.17	  		
1658509237	533.4	  			0.01703	  			1.17	  		
1658511756	504.3	  			0.02091	  			1.14	  		
1658511966	474.6	  			0.02121	  			1.14	  		
1658512596	413.5	  			0.02203	  			1.13	  		
1658513016	422.3	  			0.0222	  			1.15	  		
1658513226	389.2	  			0.02281	  			1.12	  		
1658515534	360.8	233.1			0.02769	0.01362			1.11	1.09		
1658515745	358.7	236.3			0.0279	0.01356			1.12	1.1		
1658516165	325.2	253.9			0.02786	0.01358			1.12	1.11		
1658516375	309.2	235.6			0.02791	0.01365			1.12	1.1		
1658516585	290.6	246.4			0.0279	0.01363			1.12	1.11		
1658516795	273.1	232.5			0.02815	0.01369			1.12	1.11		
1658517005	260.3	251.4			0.02839	0.01379			1.12	1.12		
1658519316	201.1	320.8			0.03201	0.01796			1.1	1.12		
1658519526	195.3	310.7			0.03213	0.01821			1.1	1.12		
1658520156	174.9	266.5			0.0325	0.01861			1.11	1.11		
1658520576	161.8	265.6			0.03278	0.01898			1.11	1.12		
1658520786	160	252.2			0.03297	0.01908			1.1	1.12		
1658523094	162.9	224.7			0.03457	0.021			1.12	1.11		
1658523304	139.2	227.9			0.03458	0.02102			1.12	1.12		
1658523514	140.4	212.4			0.03465	0.02118			1.12	1.12		
1658523724	138.6	202.7			0.03479	0.02132			1.12	1.11		
1658523934	120.6	198.6			0.03461	0.02156			1.11	1.11		
1658524354	100.3	183.7			0.03546	0.02183			1.1	1.12		
1658524564	94.1	185.2			0.03542	0.02204			1.1	1.11		
1658527084	68.2	134.6			0.03708	0.02428			1.1	1.1		
1658527294	63.5	124.8			0.03724	0.02433			1.1	1.1		
1658527503	61.1	123.8			0.03757	0.02453			1.1	1.1		
1658527713	60.2	111.4			0.03732	0.02462			1.09	1.09		
1658527923	52.4	115.8			0.03777	0.02477			1.1	1.1		
1658528133	53.8	109.9			0.03767	0.02475			1.1	1.1		
1658528553	41.1	107.2			0.03816	0.02482			1.08	1.11		
1658530864	49.6	109.4			0.03927	0.02638			1.1	1.1		
1658531074	39	94.2			0.03954	0.02626			1.09	1.11		
1658531284	34.6	81			0.0397	0.02662			1.09	1.1		
1658531494	34.7	72.8			0.03904	0.02665			1.1	1.1		
1658531705	33	69.4			0.03928	0.02657			1.1	1.1		
1658531915	29.8	65.4			0.03957	0.02682			1.1	1.09		
1658532125	28.6	56.7			0.03941	0.02681			1.09	1.09		
1658584644	2012.7	  			0.01304	  			1.18	  		
1658584854	2233.4	  			0.01309	  			1.18	  		
1658585064	2653.8	  			0.013	  			1.19	  		
1658585274	3013.4	  			0.01316	  			1.19	  		
1658585484	3282	  			0.01324	  			1.21	  		
1658585694	3423.8	  			0.01337	  			1.21	  		
1658588312	4496.7	  			0.01691	  			1.22	  		
1658588522	4482.3	  			0.01731	  			1.21	  		
1658588942	4424.5	  			0.01796	  			1.21	  		
1658589152	4427	  			0.01827	  			1.22	  		
1658589361	4514.9	  			0.01871	  			1.22	  		
1658589572	4711.8	  			0.01934	  			1.21	  		
1658589782	4893.8	  			0.01986	  			1.21	  		
1658589992	4942.6	  			0.02037	  			1.21	  		
1658592512	5315.7	  			0.02663	  			1.16	  		
1658592721	5098.5	  			0.0269	  			1.16	  		
1658592931	5079.1	  			0.02734	  			1.16	  		
1658593141	4952.2	  			0.02776	  			1.16	  		
1658593771	3726.9	  			0.02844	  			1.16	  		
1658593981	3631.9	  			0.02857	  			1.16	  		
1658594192	3304.4	  			0.02904	  			1.14	  		
1658594401	3250.5	  			0.0294	  			1.14	  		
1658594611	3314.4	  			0.02968	  			1.15	  		
1658596919	2486.8	3864.1			0.03338	0.0184			1.14	1.24		
1658597129	2456.2	3696.2			0.03343	0.01853			1.14	1.23		
1658597339	2390.2	3429.7			0.03339	0.01852			1.14	1.22		
1658597549	2169.3	3365.2			0.03351	0.0187			1.14	1.23		
1658597759	2096.3	3160			0.03356	0.01885			1.14	1.23		
1658597969	2061.4	3005.9			0.03357	0.01881			1.14	1.22		
1658598179	1980.2	2895.6			0.03372	0.01891			1.14	1.22		
1658598389	1865.6	2814.3			0.03394	0.01921			1.14	1.22		
1658600700	1455.6	2520.5			0.03749	0.02294			1.13	1.19		
1658600910	1364.2	2458			0.03785	0.02332			1.13	1.18		
1658601120	1342.8	2357.3			0.03813	0.02369			1.13	1.18		
1658601330	1289.6	2330.9			0.03843	0.02418			1.12	1.18		
1658601540	1252	2261.4			0.03867	0.0244			1.12	1.18		
1658601750	1217.6	2234			0.03913	0.02474			1.12	1.17		
1658601960	1168.6	2124.5			0.03945	0.02516			1.12	1.17		
1658602170	1121.2	2093.3			0.03961	0.02537			1.12	1.17		
1658604481	856.7	1578.4			0.04115	0.02694			1.12	1.16		
1658604691	847	1524.7			0.04124	0.02717			1.12	1.15		
1658604901	794.5	1508.6			0.04148	0.02754			1.12	1.15		
1658605111	790.1	1445.4			0.04181	0.02771			1.12	1.15		
1658605321	760.8	1417.4			0.04209	0.02804			1.12	1.15		
1658605531	722.5	1372.8			0.04219	0.02827			1.12	1.15		
1658605742	700.4	1341.5			0.04238	0.0285			1.12	1.15		
1658605952	672	1275.2			0.0426	0.02875			1.12	1.14		
1658608473	450.2	859.8			0.0437	0.02987			1.11	1.14		
1658608683	434.8	824.6			0.04362	0.02999			1.12	1.14		
1658608893	425.3	769.8			0.04367	0.02995			1.12	1.13		
1658609103	426.6	734.9			0.04333	0.02991			1.13	1.13		
1658609313	381	710			0.04363	0.03001			1.12	1.13		
1658609523	358.5	686.5			0.04398	0.03014			1.11	1.14		
1658609733	337.6	662.8			0.04404	0.03012			1.11	1.14		
1658609943	311.1	648			0.04398	0.03031			1.11	1.14		
1658612254	282	536.6			0.04447	0.03105			1.12	1.13		
1658612464	297.8	514.3			0.04441	0.03108			1.12	1.12		
1658612674	282.3	511.4			0.04452	0.0312			1.12	1.13		
1658612884	261.6	523.3			0.04496	0.03147			1.11	1.13		
1658613094	252.1	507.3			0.04492	0.03139			1.11	1.13		
1658613304	232.1	492.7			0.04509	0.03144			1.11	1.14		
1658613514	209.5	432.7			0.0453	0.03159			1.11	1.13		
1658613724	206.8	396.7			0.04506	0.03159			1.11	1.13		
1658616034	148.1	292.2			0.04684	0.03337			1.11	1.12		
1658616244	144	282.8			0.04642	0.03332			1.11	1.12		
1658616454	143.3	265.2			0.04625	0.0333			1.12	1.11		
1658616664	122.4	263.8			0.04713	0.03378			1.1	1.12		
1658616873	131.9	241.2			0.04677	0.03355			1.12	1.12		
1658617083	118.3	236.4			0.04711	0.03373			1.11	1.12		
1658617293	109.8	228.8			0.04705	0.03396			1.1	1.12		
1658617503	108.3	216.1			0.04724	0.03375			1.12	1.12		
1658620230	66.5	140.8			0.04757	0.03422			1.11	1.12		
1658620439	64.3	136.7			0.0475	0.03447			1.11	1.12		
1658620649	66.5	123.7			0.04747	0.03424			1.13	1.12		
1658620859	55	127.3			0.04772	0.03444			1.1	1.13		
1658621069	56.3	120.8			0.0475	0.03417			1.12	1.12		
1658621488	50.2	107.9			0.04763	0.03435			1.12	1.13		
1658623795	33.6	76.1			0.04751	0.03445			1.11	1.11		
1658675652	10729				0.02571				1.18			
1658675862	10010.3				0.02616				1.18			
1658676073	10435				0.02653				1.19			
1658676283	10195.4				0.02712				1.19			
1658676492	10101.7				0.02764				1.19			
1658676702	9609				0.02807				1.18			
1658676912	9353.7				0.02846				1.18			
1658677123	9059				0.02901				1.17			
1658679433	7637.9				0.03538				1.15			
1658679642	7534.3				0.0357				1.15			
1658679852	7383.9				0.03611				1.15			
1658680062	7252.3				0.0368				1.15			
1658680272	7053.6				0.03743				1.15			
1658680481	7075.8				0.03803				1.15			
1658680691	6755.6				0.03871				1.15			
1658680901	6447.9				0.03927				1.15			
1658683211	5320.2				0.04576				1.14			
1658683421	5229.8				0.04611				1.14			
1658683631	5274.5				0.04626				1.14			
1658683841	5092.5				0.04654				1.14			
1658687201		14994.1				0.03902				1.23		
1658687411		14885				0.0395				1.23		
1658687620		13753.5				0.0399				1.22		
1658688041		13583				0.04142				1.23		
1658690981		9406.1				0.05173				1.2		
1658691191		9170.4				0.05232				1.2		
1658691401		8763.2				0.05288				1.2		
1658691611		8386				0.05343				1.19		
1658691820		8118.2				0.05415				1.19		
1658692031		7781.4				0.05465				1.19		
1658692241		7580.4				0.05513				1.19		
1658692451		7649.9				0.0551				1.2		
1658694761		6744.8	15927.9			0.05967	0.03347			1.21	1.16	
1658694971		6398	14772.7			0.06026	0.03384			1.2	1.15	
1658695181		5999.6	14692.5			0.06126	0.03437			1.2	1.16	
1658695391		5640.5	15176.4			0.06209	0.03526			1.2	1.16	
1658695601		5444.2	15867.7			0.06241	0.03596			1.2	1.17	
1658695811		5370.2	13483.9			0.06277	0.0362			1.2	1.16	
1658696021		4067.5	13075.6			0.06552	0.03667			1.19	1.16	
1658696231		4134.6	13876.3			0.06498	0.03744			1.2	1.17	
1658698541		4263.5	10787.2			0.06426	0.04292			1.21	1.17	
1658698751		4075.3	10312.5			0.06507	0.04327			1.21	1.17	
1658698961		3450.2	10046.9			0.06685	0.04345			1.19	1.17	
1658699171		3575.9	9643.1			0.06642	0.04385			1.19	1.17	
1658699381		3233.5	9926.6			0.06814	0.04466			1.18	1.17	
1658699591		3125.2	9343.6			0.06889	0.04525			1.18	1.17	
1658699801		1816.4	9165.7			0.07505	0.04585			1.14	1.17	
1658700011		1688.3	8740.2			0.07591	0.04628			1.13	1.17	
1658702531		1595.2	6427.1	13908.5		0.07635	0.05233	0.01471		1.13	1.17	1.17
1658702741		1502.7	6191.5	13220.2		0.0766	0.05262	0.0154		1.13	1.16	1.17
1658702951		1555.8	5894	12841.6		0.07616	0.05321	0.01603		1.14	1.17	1.17
1658703162		1526.6	5790.9	12563		0.07634	0.05332	0.01666		1.14	1.16	1.17
1658703371		1286.4	5554.8	12311.2		0.07766	0.05367	0.01703		1.13	1.16	1.17
1658703581		1212.3	5397	12029.1		0.07829	0.05419	0.01746		1.13	1.17	1.17
1658703791			5299.4	12038.8			0.05415	0.018			1.17	1.17
1658704001			5015.7	11818			0.05488	0.01852			1.17	1.17
1658706312			4035.1	9798.4			0.05793	0.02312			1.17	1.15
1658706522			4078.1	9911.3			0.05804	0.02343			1.17	1.16
1658706732			3659.8	9283.6			0.0583	0.02382			1.16	1.15
1658706942			3692.8	9159.5			0.05862	0.02403			1.16	1.15
1658707152			3303.7	8433			0.05863	0.02442			1.16	1.15
1658707361			3430.2	8403.5			0.0592	0.02466			1.17	1.15
1658707571			3113.9	7874.2			0.05907	0.02486			1.16	1.15
1658707781			2991.7	7615.7			0.05927	0.02515			1.16	1.15
1658710090			2460	5674			0.06068	0.02738			1.17	1.15
1658710299			2384.8	5397.9			0.0605	0.02732			1.17	1.15
1658710509			2300	5155.1			0.06091	0.02737			1.17	1.14
1658710719			2212.1	5042.3			0.06093	0.02749			1.17	1.15
1658710929			2119.5	4746.1			0.06106	0.02758			1.17	1.14
1658711138			2054.5	4568.4			0.06104	0.0276			1.17	1.14
1658711348			1969.3	4418.5			0.06122	0.02772			1.17	1.15
1658711558			1893.3	4265.6			0.06127	0.02778			1.17	1.14
1658714075			1350	2944.3			0.06207	0.02883			1.17	1.14
1658714285			1302	2826.9			0.06213	0.02884			1.17	1.14
1658714495			1253.6	2765.1			0.06256	0.02889			1.17	1.14
1658714705			1223.9	2579.1			0.06254	0.02889			1.17	1.14
1658714914			1148.8	2475.3			0.06255	0.02907			1.17	1.15
1658715124			1105.4	2403			0.06241	0.02914			1.17	1.14
1658715334			1088.6	2315.3			0.06255	0.02918			1.17	1.14
1658715544			1035.7	2224.9			0.06285	0.0293			1.17	1.14
1658717851			783.3	1678.9			0.06296	0.03018			1.17	1.14
1658718061			763.9	1560.3			0.06301	0.03009			1.17	1.14
1658718271			712.6	1545.9			0.06324	0.03026			1.17	1.14
1658718481			702.9	1459.2			0.06286	0.03009			1.17	1.14
1658718691			671.1	1404.3			0.06313	0.03023			1.17	1.14
1658718901			663.2	1336.1			0.06328	0.03013			1.17	1.14
1658719111			605.5	1274.6			0.0638	0.03031			1.17	1.14
1658719321			600.3	1227.4			0.0632	0.03023			1.17	1.14
1658721842			425.7	843.2			0.0633	0.03081			1.17	1.13
1658722052			406	835.7			0.06385	0.03085			1.17	1.14
1658722262			390.4	834.2			0.06389	0.03103			1.17	1.14
1658722472			371.6	783.2			0.06433	0.03078			1.17	1.14
1658722891			342.8	728.6			0.06405	0.03104			1.17	1.14
1658723101			327	694.1			0.06438	0.03111			1.17	1.14
1658725622			253.3	505.1			0.06415	0.03171			1.17	1.14
1658754033	33316.6	  			0.01593	  			1.24	  		
1658756343	30954.8	  			0.02348	  			1.2	  		
1658756553	28679.1	  			0.02455	  			1.2	  		
1658756763	29056.4	  			0.0252	  			1.2	  		
1658756973	29087.7	  			0.02583	  			1.19	  		
1658757393	28205.9	  			0.02675	  			1.2	  		
1658757603	27219.3	  			0.02722	  			1.19	  		
1658757813	26758.8	  			0.02774	  			1.19	  		
1658760337	26386.4	  			0.03366	  			1.23	  		
1658766123	13657.9	  			0.04515	  			1.2	  		
1658766332	12926.3	  			0.04537	  			1.2	  		
1658766542	12452.1	  			0.04562	  			1.2	  		
1658766752	12082.8	  			0.04587	  			1.2	  		
1658766962	11696.6	  			0.04613	  			1.2	  		
1658767171	11349.9	  			0.04618	  			1.2	  		
1658767381	10737.1	  			0.04638	  			1.2	  		
1658767591	10251.7	  			0.04658	  			1.2	  		
1658769844	8564.5	  			0.04917	  			1.19	  		
1658770054	7193.3	  			0.0494	  			1.19	  		
1658770264	6945.6	  			0.04974	  			1.19	  		
1658770474	6551.5	  			0.05019	  			1.19	  		
1658770684	6292	  			0.05053	  			1.19	  		
1658770894	5937.8	  			0.05094	  			1.18	  		
1658771104	5684.6	  			0.05139	  			1.18	  		
1658771314	5364.4	  			0.0518	  			1.18	  		
1658773833	4093.4	  			0.05693	  			1.17	  		
1658774043	4168.4	  			0.05673	  			1.17	  		
1658774253	4223.7	  			0.05686	  			1.17	  		
1658774463	3596.9	  			0.05805	  			1.16	  		
1658774673	3466.3	  			0.05846	  			1.16	  		
1658774883	3278.8	  			0.05917	  			1.16	  		
1658775093	3261.8	  			0.05926	  			1.16	  		
1658775303	3650.9	  			0.05791	  			1.18	  		
1658777613	2558.5	  			0.06274	  			1.17	  		
1658777823	2068.1	  			0.06411	  			1.14	  		
1658778034	2252	  			0.06334	  			1.16	  		
1658778243	2163.8	  			0.06348	  			1.16	  		
1658778453	1999.8	  			0.06414	  			1.15	  		
1658778663	1935.6	  			0.06439	  			1.15	  		
1658778873	1825.1	  			0.06486	  			1.15	  		
1658779083	1751.3	  			0.06526	  			1.15	  		
1658781394	1226	  			0.06989	  			1.14	  		
1658781604	1132.8	  			0.07021	  			1.13	  		
1658781814	1165.6	  			0.07	  			1.14	  		
1658782023	1133.3	  			0.0701	  			1.14	  		
1658782233	1050.2	  			0.07062	  			1.13	  		
1658782443	991.7	  			0.07116	  			1.13	  		
1658782653	977.5	  			0.07119	  			1.14	  		
1658782863	1013.7				0.0714				1.14			
1658785170	757.6				0.0742				1.15			
1658785380	705.9				0.07446				1.14			
1658785590	722.1				0.07376				1.15			
1658785800	653.6				0.07485				1.14			
1658786009	548				0.07604				1.12			
1658786219	655.3				0.07398				1.15			
1658786429	557.3				0.07553				1.13			
1658786639	630.9				0.07408				1.15			
1658786848	525.7				0.07571				1.14			
1658789157	403.1				0.07693				1.14			
1658789367	367.6				0.07744				1.13			
1658789577	345.6				0.07779				1.13			
1658789787	312.3				0.07809				1.12			
1658789997	352.1				0.07649				1.14			
1658790207	278.3				0.07868				1.12			
1658790417	297.1				0.07816				1.13			
1658790627	290.7				0.07785				1.14			
1658792937	240.8				0.07817				1.14			
1658793147	231.7				0.07763				1.14			
1658793358	212.8				0.07816				1.13			
1658793568	206.8				0.07795				1.13			
1658793778	211.8				0.07736				1.14			
1658793987	188.3				0.07808				1.13			
1658794198	177.6				0.07805				1.12			
1658794408	158.4				0.07866				1.12			
1658796718	126.8				0.07821				1.13			
1658848168	2778.6				0.01423				1.22			
