"Time (Epoch, UTC)"	N1 (cm-3)	N2	N3	N4	Dp1 (um)	Dp2	Dp3	Dp4	SD1	SD2	SD3	SD4
1661189468	322.7				0.02605				1.12			
1661189788	332.3				0.02642				1.13			
1661192227	285.5				0.02818				1.13			
1661192757	254.7				0.02893				1.13			
1661193396	242.2				0.02961				1.13			
1661196153	231.6	375.1			0.03075	0.01509			1.18	1.2		
1661196363	220.9	341.5			0.03087	0.01537			1.17	1.2		
1661196683	209	327.3			0.03105	0.01582			1.18	1.2		
1661196893	203.5	306.7			0.03109	0.01583			1.18	1.2		
1661197532	130.4	260.5			0.03283	0.01629			1.11	1.16		
1661200290	118.9	224.4			0.03443	0.01964			1.14	1.15		
1661200499	88.2	221.4			0.03554	0.0199			1.1	1.15		
1661200819	81.6	214.5			0.03617	0.02037			1.11	1.15		
1661201029	90.8	223.4			0.03557	0.0207			1.11	1.15		
1661203787	85.5	222.6	292.8		0.03678	0.02127	0.01375		1.15	1.15	1.13	
1661204427	55.6	201	243.8		0.0382	0.02238	0.01439		1.1	1.15	1.13	
1661204637	60.1	191	247.8		0.03776	0.02291	0.01468		1.14	1.15	1.15	
1661205167	48.8	167	234.3		0.03865	0.02332	0.01526		1.1	1.14	1.14	
1661207717	38.9	136.2	168.3		0.03911	0.02468	0.01704		1.13	1.15	1.11	
1661207927	36.5	123.2	163.6		0.03937	0.02505	0.01721		1.12	1.15	1.13	
1661208567	30.4	112.3	152.1		0.04042	0.02532	0.01748		1.1	1.15	1.12	
1661208777	33.4	91.3	140		0.04	0.02582	0.01777		1.14	1.13	1.12	
1661209097	30.7		135		0.03942		0.0176		1.14		1.12	
1661211327	28.2		105		0.04278		0.0186		1.09		1.12	
1661211537	30.8		115.9		0.04252		0.01892		1.09		1.13	
1661274902	3683.2				0.01267				1.21			
1661275112	4414.4				0.01266				1.22			
1661277341	4642.5				0.0172				1.18			
1661277661	4597.6				0.01765				1.18			
1661277870	4508.1				0.01818				1.18			
1661278510	4233.6				0.01903				1.18			
1661278719	4056.1				0.01932				1.17			
1661281267	3256.2				0.02129				1.18			
1661281476	3121.7				0.02142				1.18			
1661281796	2945.4				0.02161				1.18			
1661282006	2771.6				0.02179				1.18			
1661282645	2458.4				0.02227				1.18			
1661285402	1829.9				0.02524				1.16			
1661285612	1789.6				0.02534				1.16			
1661285931	1638.5				0.02554				1.15			
1661286141	1562.1				0.02569				1.15			
1661288901	1081.8				0.02737				1.15			
1661289540	1033.2				0.02796				1.15			
1661289750	1069				0.02783				1.17			
1661290070	893				0.02854				1.15			
1661290280	848.8				0.02886				1.15			
1661292829	813.3				0.03172				1.17			
1661293039	815				0.03186				1.17			
1661293679	724.2				0.03203				1.18			
1661293889	663.5				0.03233				1.17			
1661294210	631.9	279.6		  	0.03254	0.01329		  	1.17	1.17		
1661296649	502.1	557.4		  	0.03347	0.01322		  	1.18	1.15		
1661296969	457.8	580.7		  	0.03362	0.01323		  	1.18	1.17		
1661297179	432	567.5		  	0.03363	0.01329		  	1.18	1.16		
1661297819	366.8	556.9		  	0.03368	0.01326		  	1.18	1.18		
1661298029	363.2	559.8		  	0.03382	0.01332		  	1.18	1.17		
1661300578	250.7	401.7		  	0.03387	0.01364		  	1.18	1.18		
1661300788	250.7	408.3		  	0.03386	0.01347		  	1.18	1.18		
1661301108	235.4	371.8		  	0.03393	0.01369		  	1.18	1.18		
1661301958	196	323.3		  	0.03386	0.01371		  	1.18	1.18		
1661304718	131.7	192.9		  	0.03405	0.01448		  	1.17	1.17		
1661304928	124.1	184.2		  	0.03388	0.01456		  	1.16	1.17		
1661305458	122.5	186.1		  	0.03447	0.01435		  	1.18	1.18		
1661308218	93.5	88.6		  	0.03466	0.01566		  	1.19	1.15		
1661309068	87.3	90.3		  	0.03465	0.01563		  	1.23	1.18		
1661309388	86.8	91.9		  	0.03457	0.01541		  	1.23	1.2		
1661309598	74	80.6		  	0.03535	0.0157		  	1.2	1.17		
1661311828	44.6	65.3		  	0.03521	0.01577		  	1.19	1.19		
1661312148		59.2		  		0.0157		  	1.21	1.21		
1661312358		54.9		  		0.01601		  	1.19	1.22		
1661312998		49.1		  		0.01601		  	1.18	1.18		
1661313208		46.9		  		0.01609		  	1.18	1.18		
1661315758		35.3		  		0.0162		  	1.17	1.18		
1661375329	1037				0.01914				1.15			
1661375969	1085.6				0.01961				1.15			
1661376179	1063.5				0.02026				1.15			
1661376499	1064.7				0.02062				1.15			
1661380634	1003.4	2059.9			0.02847	0.01831			1.15	1.15		
1661382862	1032.8	2046.9			0.02941	0.0205			1.12	1.13		
1661383391	932	2086.2			0.0306	0.02143			1.15	1.15		
1661383601	896.4	2053.5			0.03076	0.02163			1.15	1.15		
1661384240	926.2	1667.4			0.03066	0.02217			1.14	1.15		
1661384450	902.7	1663.8			0.03087	0.02229			1.15	1.15		
1661386999		1418.4				0.02524				1.15		
1661387209		1326.2				0.02527				1.15		
1661387529		1172.5				0.02506				1.15		
1661387739		1183.6				0.02528				1.15		
1661391139		782.2				0.02826				1.15		
1661391348		684				0.02832				1.15		
1661391668		661.5				0.0288				1.15		
1661391878		615.7				0.02917				1.15		
1661394425		492.7				0.03282				1.15		
1661394634		460.8				0.03325				1.15		
1661395484		441.9				0.03447				1.15		
1661396013		353.8				0.03483				1.15		
1661398241		302.9				0.03688				1.15		
1661437720	578.6				0.01409				1.15			
1661437929	728				0.0145				1.17			
1661440479	1125.3				0.02362				1.13			
1661440689	1358.1				0.02397				1.15			
1661441218	1428.4				0.0254				1.16			
1661441858	1477.8				0.02729				1.16			
1661444616	1632.9				0.03404				1.17			
1661444826	1351.5				0.03496				1.15			
1661445146	1233.1				0.03585				1.14			
1661445356	1133.7				0.03613				1.12			
1661448116	1119.2				0.04002				1.15			
1661448755	711.7				0.04238				1.11			
1661448965	763.4				0.04161				1.12			
1661449285	647.5				0.04307				1.13			
1661449495	653.1				0.04295				1.12			
1661450136	557.3				0.04383				1.12			
1661452894	453.7				0.04652				1.11			
1661453104	417				0.0471				1.11			
1661453424	452.5				0.04616				1.12			
1661453633	384				0.04723				1.11			
1661454273	351.9				0.04682				1.11			
1661457030	235.4				0.05115				1.11			
1661457240	239.2				0.05149				1.11			
1661457559	198.4				0.05281				1.1			
1661457769	233.7				0.05148				1.11			
1661460316		640.7				0.01343				1.2		
1661460526		693				0.01346				1.2		
1661461165		1083.8				0.0135				1.19		
1661461375		1179.1				0.01356				1.18		
1661461695		1489.8				0.01332				1.18		
1661461904		1412.7				0.01365				1.18		
1661464133		2109.5				0.01553				1.18		
1661464453		2052.5				0.01571				1.18		
1661464663		2087.8				0.01583				1.18		
1661465303		1731.3				0.01652				1.18		
1661465513		1677				0.01681				1.18		
1661468060		1273				0.01819				1.16		
1661468270		1184.2				0.01832				1.17		
1661468590		1114				0.01836				1.17		
1661468799		1075.2				0.01834				1.18		
1661469439		948.7				0.0187				1.18		
1661472199		635.3				0.01898				1.17		
1661472409		623.7				0.01899				1.18		
1661472729		590.2				0.01901				1.17		
1661472938		542.2				0.01913				1.18		
1661475698		374				0.0193				1.18		
1661476338		346.8				0.01948				1.2		
1661476548		336.9				0.01975				1.19		
1661476868		342.8				0.01994				1.19		
1661477077		343.6				0.02017				1.2		
1661479624		197.4				0.02065				1.19		
1661479834		204.5				0.0207				1.2		
1661480473		182				0.02101				1.18		
1661480683		174.2				0.02119				1.17		
1661481003		206				0.02197				1.22		
1661483339		172.1				0.02362				1.22		
1661483659		132.6				0.02336				1.19		
1661527066	2056.3				0.01388				1.15			
1661529295	15875.5				0.01753				1.26			
1661529505	17295.9				0.01753				1.28			
1661529825	16985.4				0.01811				1.28			
1661530034	16853.1				0.0184				1.28			
1661530674	15870.9				0.01982				1.27			
1661530883	15512.8				0.02028				1.27			
1661533433	11745.3				0.02404				1.25			
1661533643	11428.2				0.02425				1.24			
1661533963	10396.7				0.02451				1.24			
1661534173	10032.8				0.0246				1.25			
1661534813	8379.3				0.02519				1.24			
1661537572	5707.5				0.02772				1.23			
1661537781	5421.9				0.02782				1.23			
1661538101	5163.4				0.02808				1.23			
1661538311	4913.2				0.02817				1.22			
1661540861	3450				0.03028				1.21			
1661541070	3291.7				0.0304				1.21			
1661541711	2870.1				0.03078				1.21			
1661541920	2777				0.03096				1.21			
1661542240	2637.9				0.03129				1.21			
1661542450	2523.5				0.03154				1.21			
1661544793	1877.7				0.03331				1.2			
1661545113	1783.9				0.03352				1.21			
1661545323	1693.6				0.03359				1.2			
1661545963	1450.1				0.03387				1.15			
1661546173	1361.8				0.03399				1.26			
1661548722	1034.5				0.03652				1.28			
1661548932	979.5				0.03677				1.28			
1661549252	906.9				0.03716				1.28			
1661549461	878				0.03729				1.27			
1661550101	747.1				0.03788				1.27			
1661552860	542				0.03957				1.25			
1661553070	524.9				0.03965				1.24			
1661553390	480.2				0.03963				1.24			
1661553600	454.1				0.03955				1.25			
1661556358	291.5				0.04028				1.24			
1661556998	252.8				0.04015				1.23			
1661557208	239.5				0.04032				1.23			
1661557528	233.2				0.04024				1.23			
1661557738	237.5				0.0402				1.22			
1661560288	162.1				0.04045				1.21			
1661560497	156.1				0.0403				1.21			
1661561137	137.9				0.0406				1.21			
1661561347	133.5				0.04023				1.21			
1661561667	120.2				0.04029				1.21			
1661563897	105.2				0.0405				1.21			
1661564107	103.3				0.04021				1.2			
1661564427	98.3				0.04024				1.21			
1661564637	91.1				0.04075				1.2			
1661565276	95.9				0.04029				1.2			
1661565486	91.4				0.04087				1.21			
1661568033	54.6				0.04066				1.2			
1661568243	45.6				0.04073				1.2			
1661620538	132.6				0.01713				1.22			
1661620748	125				0.01729				1.1			
1661621068	116.8				0.01784				1.24			
1661621277	112.5				0.01832				1.19			
1661624037	117.1	83.5			0.02453	0.01321			1.15	1.18		
1661624676	113.7	288.3			0.02617	0.01286			1.16	1.21		
1661624886	108.4	278.5			0.02676	0.01343			1.15	1.21		
1661625206	105.9	418.1			0.02769	0.01355			1.14	1.26		
1661625415	104.6	390.6			0.02787	0.01426			1.14	1.23		
1661627644	100.1	653.1			0.03025	0.01457			1.16	1.3		
1661627964	92.8	573.3			0.0306	0.01517			1.13	1.29		
1661628174	86.8	501.3			0.03059	0.01537			1.13	1.27		
1661628814	75.3	439			0.03085	0.01547			1.13	1.26		
1661629024	58.1	446.3			0.03133	0.0157			1.12	1.27		
1661631573	61.3	355.1			0.03222	0.01722			1.14	1.23		
1661631783		381.3				0.01752			1.16	1.24		
1661632104		356.6				0.01744				1.23		
1661632313		302.9				0.0187				1.2		
1661635685		220.8				0.02244				1.17		
1661635895		213				0.02261				1.17		
1661636215		230.4				0.02191				1.18		
1661636425		206.7				0.0226				1.17		
1661639182		154.6				0.02365				1.16		
1661639822		163.7				0.02487				1.17		
1661640351		144.7				0.02457				1.18		
1661643111		74.1				0.02502				1.15		
1661643321		66.6				0.02544				1.16		
1661643961		61.9				0.02523				1.16		
1661644171		56.4				0.02549				1.17		
1661701902	171.7				0.0131				1.2			
1661702112	180.6				0.01313				1.21			
1661704659	374.1				0.0144				1.25			
1661704869	376				0.01492				1.25			
1661705189	370.9				0.01491				1.25			
1661708795	426.6				0.01971				1.24			
1661709004	411.3				0.02035				1.25			
1661709324	379.2				0.02071				1.23			
1661709534	387.8				0.02087				1.24			
1661712293	302.4				0.0256				1.17			
1661712933	261.5				0.02693				1.17			
1661713143	297.8				0.02631				1.19			
1661713463	290.3				0.02701				1.19			
1661713673	290.7				0.02678				1.2			
1661716221	180.6	147.8			0.03063	0.02151			1.13	1.13		
1661716431	170.9	153.3			0.03057	0.02114			1.13	1.13		
1661717071	154.4	136.8			0.03133	0.02194			1.13	1.13		
1661717281	152.9	141.5			0.03142	0.02189			1.13	1.13		
1661717601	149.1	137.6			0.03165	0.02171			1.13	1.13		
1661719830	116.5	134.1			0.03361	0.02333			1.13	1.13		
1661720040	113.1	136.8			0.0338	0.02307			1.13	1.13		
1661720360	114.9	135.7			0.0341	0.02372			1.13	1.13		
1661720569	119.1	123.2			0.03331	0.02306			1.13	1.13		
1661721209	96.7	107.5			0.03404	0.02344			1.13	1.13		
1661721418	95.2	107.2			0.03407	0.02358			1.13	1.13		
1661723966	66.7	76.7			0.03497	0.02425			1.13	1.13		
1661724175	59.1	76.6			0.03558	0.02465			1.13	1.13		
1661724495	59.3	69			0.03579	0.0245			1.13	1.13		
1661724705	55	62			0.03553	0.02461			1.13	1.13		
1661728102	29.4	39.5			0.03624	0.02569			1.12	1.13		
1661728311	32.6	36.6			0.03574	0.02505			1.13	1.13		
1661802641	2079.6				0.01618				1.13			
1661802960	2055.8				0.01675				1.12			
1661803170	2139.7				0.01708				1.13			
1661805719	1812.7				0.01968				1.13			
1661805928	1753.2				0.01982				1.13			
1661806568	1538.9				0.02004				1.13			
1661806777	1234.5				0.02041				1.11			
1661807097	1205.3				0.0203				1.11			
1661807307	1151.7				0.0206				1.11			
1661809534	931.9				0.02149				1.11			
1661809854	902.5				0.02156				1.11			
1661810064	827.4				0.02171				1.11			
1661810703	720				0.02185				1.11			
1661810913	749.6				0.02187				1.13			
1661813461	499.5				0.02263				1.11			
1661813671	484.1				0.02273				1.11			
1661813990	481.3				0.0229				1.12			
1661814200	449.9				0.02284				1.12			
1661814840	386.6				0.02304				1.12			
1661817597	240.6				0.02359				1.11			
1661817807	248.9				0.02358				1.12			
1661818126	248.4				0.02385				1.12			
1661818336	215				0.02388				1.12			
1661821093	183.3				0.02463				1.12			
1661821732	152.2				0.02487				1.12			
1661821942	130.5				0.02511				1.11			
1661822262	123.2				0.02521				1.11			
1661822471	124.4				0.02504				1.11			
1661825019	100				0.02626				1.12			
1661825229	89.1				0.02711				1.11			
1661825868	87.2				0.02694				1.12			
1661826078	83.8				0.02698				1.12			
1661826398	69.8				0.027				1.1			
1661828837	53.6				0.02761				1.12			
